Date,Close,Volatility,Volume,Libor,US 10y Treasury yield,CBOE VIX,WTI Crude Oil Futures,Gold
2023-02-07,17721.5,11.33,354395680,4.845,3.6735,1542.24902,6375.62,1873.1
2023-02-06,17764.6,11.52,282544800,4.84314,3.6399,1609.28003,6138.12,1867.48
2023-02-03,17854.05,11.98,424123040,4.83414,3.5246,1508.83765,6041.11,1864.97
2023-02-02,17610.4,12.36,490113568,4.80614,3.3927,1537.24976,6227.79,1912.72
2023-02-01,17616.3,12.39,512870816,4.79629,3.4166,1465.52759,6266.42,1950.52
2023-01-31,17662.15,12.68,398338528,4.81357,3.5069,1586.10522,6448.25,1928.36
2023-01-30,17648.95,12.67,432434016,4.81357,3.5366,1626.06714,6352.59,1923.17
2023-01-27,17604.35,12.95,476342624,4.82529,3.5035,1509.49048,6497.9,1928.04
2023-01-25,17891.95,12.28,257227056,4.81457,3.4416,1554.63843,6530.62,1946.11
2023-01-24,18118.3,12.34,216910304,4.82186,3.4527,1566.57019,6537.98,1937.36
2023-01-23,18118.55,12.39,202460432,4.81771,3.5098,1613.54431,6648.03,1931.04
2023-01-20,18027.65,12.44,237225264,4.81557,3.4787,1608.55469,6589,1926.08
2023-01-19,18107.85,12.39,237833984,4.81529,3.3915,1667.36292,6527.25,1932.24
2023-01-18,18165.35,12.47,255840928,4.80771,3.3698,1656.90662,6474.48,1904.11
2023-01-17,18053.3,12.33,219055120,4.79757,3.5476,1579.1178,6539.96,1908.69
2023-01-16,17894.85,11.99,206195808,4.79471,#N/A,1591.60986,#N/A,1916.02
2023-01-13,17956.6,11.99,256700736,4.79243,3.5035,1491.4054,6490.66,1920.23
2023-01-12,17858.2,11.81,227769056,4.82971,3.44,1528.42542,6362.89,1897.09
2023-01-11,17895.7,11.89,259853296,4.815,3.5392,1721.91199,6320.21,1875.69
2023-01-10,17914.15,11.97,283277920,4.80586,3.6188,1680.5072,6134.1,1877.03
