Date,Close,Volatility,Volume,Libor,US 10y Treasury yield,CBOE VIX,WTI Crude Oil Futures,Gold
2020-10-15,11680.35,19.66,608865024,0.21775,0.7322,1980.47449,3007.8,1908.71
2020-10-14,11971.05,18.08,569245376,0.23013,0.7256,1934.43091,3007.16,1901.52
2020-10-13,11934.5,18.12,458304864,0.23688,0.7272,1913.92383,2951.27,1891.36
2020-10-12,11930.95,18.2,522627584,0.22888,#N/A,1839.14771,2892.6,1922.77
2020-10-09,11914.2,19.59,611079488,0.22413,0.7737,1824.64246,2963.22,1930.4
2020-10-08,11834.6,19.61,608768576,0.2205,0.7852,1932.96558,3020.44,1893.82
2020-10-07,11738.85,19.48,513367520,0.2295,0.7868,2057.86426,2929.85,1887.42
2020-10-06,11662.4,19.49,561444736,0.22975,0.7353,2165.42383,2987.37,1878.18
2020-10-05,11503.35,19.06,530597408,0.22025,0.7817,2043.93188,2867.06,1913.53
2020-10-01,11416.95,19.09,447740000,0.234,0.6774,1955.29443,2835.54,1906.01
2020-09-30,11247.55,18.6,499343840,0.23388,0.684,1940.03821,2958.98,1885.82
2020-09-29,11222.4,18.75,498295744,0.22513,0.6495,1937.68835,2898.05,1898.07
2020-09-28,11227.55,18.76,472777312,0.22038,0.6528,1932.83508,2996.3,1881.48
2020-09-25,11050.25,18.49,559597312,0.21788,0.6544,1944.94727,2967.56,1861.58
2020-09-24,10805.55,17.21,706139520,0.23325,0.6659,2101.65747,2971.51,1868.07
2020-09-23,11131.85,15.1,714925824,0.225,0.6724,2102.07031,2936.87,1863.34
2020-09-22,11153.65,15.09,672249920,0.2225,0.6708,1975.08301,2911.89,1900.21
2020-09-21,11250.55,14.88,602851712,0.22325,0.6658,2044.06628,2892.45,1912.51
2020-09-18,11504.95,13.26,764154112,0.22538,0.6937,1899.422,3023.04,1950.86
2020-09-17,11516.1,13.31,517729504,0.22738,0.6887,1947.89526,3016.07,1944.44
2020-09-16,11604.55,13.04,527804768,0.23325,0.6969,1912.70312,2949.85,1959.26
2020-09-15,11521.8,13.12,506667232,0.24613,0.6789,1883.47522,2817.48,1954.15
2020-09-14,11440.05,13,642270144,0.23725,0.6723,1897.20911,2734.62,1956.86
2020-09-11,11464.45,13.96,554789184,0.25038,0.6658,1973.22266,2741.36,1940.55
2020-09-10,11449.25,15,679419968,0.24913,0.6772,2184.94775,2743.14,1946.09
2020-09-09,11278,14.4,728880704,0.25025,0.7001,2112.50757,2790.04,1946.84
2020-09-08,11317.35,14.64,572239360,0.2495,0.6788,2316.68286,2706.97,1932.03
2020-09-07,11355.05,14.85,560322944,0.24175,#N/A,#N/A,#N/A,1933.64
2020-09-04,11333.85,15.5,681338880,0.248,0.718,2252.19141,2912.83,1933.94
2020-09-03,11527.45,14.65,607115200,0.2495,0.6347,2468.07129,3038.81,1930.91
2020-09-02,11535,14.67,593494400,0.25125,0.6477,1946.651,3041.23,1942.92
2020-09-01,11470.25,14.73,783769536,0.25113,0.6689,1908.57532,3124.45,1970.18
2020-08-31,11387.5,14.65,1371789440,#N/A,0.7048,1937.68848,3126.27,1967.8
2020-08-28,11647.6,13.17,806997696,0.24088,0.7211,1680.5802,3145.23,1964.83
2020-08-27,11559.25,13.34,719776512,0.246,0.7522,1806.73022,3177.84,1929.54
2020-08-26,11549.6,13.89,743442496,0.25588,0.6884,1727.46008,3221.08,1954.46
2020-08-25,11472.25,14.09,638152576,0.251,0.6835,1635.45215,3218.2,1928.18
2020-08-24,11466.45,14.08,532900544,0.23375,0.6542,1659.14929,3161.06,1928.88
2020-08-21,11371.6,15.29,668719168,0.25,0.6282,1689.76746,3174.12,1940.48
2020-08-20,11312.2,15.26,791587776,0.25613,0.6509,1704.62476,3194.67,1947.26
2020-08-19,11408.4,15.05,626217984,0.24688,0.6801,1686.78088,3212.67,1928.98
2020-08-18,11385.35,15.24,579242496,0.253,0.6687,1605.14282,3200.58,2002.44
2020-08-17,11247.1,15.25,633963968,0.26775,0.6882,1596.1687,3206.54,1985.3
2020-08-14,11178.4,15.19,645109760,0.27038,0.7094,1649.78101,3143.19,1945.12
2020-08-13,11300.45,15.21,562355200,0.28013,0.7208,1656.04321,3160.92,1953.71
2020-08-12,11308.4,15.21,609858944,0.26475,0.6747,1665.55701,3189.83,1915.83
2020-08-11,11322.5,15.41,586084864,0.2535,0.6415,1792.50586,3103.88,1911.89
2020-08-10,11270.15,15.67,491999520,0.25688,0.5755,1657.7074,3141.63,2027.34
2020-08-07,11214.05,15.7,452629888,0.2525,0.564,1666.55396,3092.99,2035.55
2020-08-06,11200.15,15.96,600374592,0.24325,0.5362,1696.93799,3142.89,2063.54
2020-08-05,11101.65,15.97,667639424,0.242,0.5477,1720.79004,3157.9,2038.12
2020-08-04,11095.25,16.01,625738304,0.2485,0.5069,1783.43506,3130.02,2019.21
2020-08-03,10891.6,16.14,680929344,0.249,0.5543,1826.37805,3084.83,1976.98
2020-07-31,11073.45,15.68,642560320,0.24875,0.5282,1832.58484,3017.1,1975.86
2020-07-30,11102.15,15.64,677761344,0.251,0.5462,1853.43457,2988.25,1956.64
2020-07-29,11202.85,15.62,600726272,0.26063,0.5741,1804.37903,3089.91,1970.79
2020-07-28,11300.55,15.98,683891328,0.26825,0.579,1903.99316,3071.54,1958.43
2020-07-27,11131.8,15.81,588148672,0.26963,0.6151,1850.30212,3111.26,1942.24
2020-07-24,11194.15,15.63,678935168,0.24675,0.5888,1932.35913,3087.74,1902.02
2020-07-23,11215.45,16.71,621575360,0.2445,0.5774,1950.771,3072.02,1887.44
2020-07-22,11132.6,16.71,765074304,0.2635,0.5971,1813.79773,3124.92,1871.41
2020-07-21,11162.25,18.27,771998848,0.2555,0.6004,1850.94019,3126.63,1841.91
2020-07-20,11022.2,18.08,554306880,0.25775,0.6102,1829.22888,3051.96,1817.77
2020-07-17,10901.7,18.47,676881088,0.27138,0.6266,1924.35901,3041.66,1810.42
2020-07-16,10739.95,18.05,694402624,0.27175,0.6168,2104.76001,3063.18,1797.16
2020-07-15,10618.2,18.04,715901248,0.27288,0.6299,2085.66992,3095.45,1810.29
2020-07-14,10607.35,18.11,532368704,0.27088,0.6233,2226.00293,3038.13,1809.36
2020-07-13,10802.7,17.09,554050560,0.275,0.6184,2419.62573,3014.2,1802.76
2020-07-10,10768.05,17.51,590705408,0.26813,0.6447,2051.83423,3048.8,1798.7
2020-07-09,10813.45,18.56,618652416,0.26625,0.6135,2198.88892,2977.44,1803.55
2020-07-08,10705.75,18.54,767941312,0.27288,0.6644,2103.19189,3063.41,1808.89
2020-07-07,10799.65,18.59,636764928,0.26838,0.6397,2202.61475,3040.1,1794.86
2020-07-06,10763.65,20.15,571212928,0.2765,0.6759,2085.20679,3032.28,1784.68
2020-07-03,10607.35,20.08,525190720,0.27588,#N/A,#N/A,#N/A,1775.95
2020-07-02,10551.7,20.45,597423936,0.30375,0.6693,2069.9104,3039.81,1775.38
2020-07-01,10430.05,20.35,573550144,0.2985,0.6758,2161.02466,3006.71,1770.09
2020-06-30,10302.1,20.8,556238592,0.302,0.6561,2299.0625,2966.95,1780.96
2020-06-29,10312.4,20.71,574544512,0.29613,0.6234,2399.5647,2997.57,1772.82
2020-06-26,10383,23.74,671910144,0.30788,0.6413,2625.32764,2909.56,1771.29
2020-06-25,10288.9,23.74,994190912,0.306,0.6856,2434.41431,2925.53,1763.79
2020-06-24,10305.3,25.35,854799808,0.28375,0.679,2560.38525,2875.89,1761.17
2020-06-23,10471,25.11,669195136,0.29688,0.7118,2370.63086,3050.76,1768.41
2020-06-22,10311.2,25.02,685385088,0.29663,0.7085,2405.30664,3063.23,1754.43
2020-06-19,10244.4,25.05,892096320,0.30513,0.6937,2678.4585,3031.57,1743.87
2020-06-18,10091.65,24.81,622895936,0.30638,0.7084,2516.94531,2967.76,1722.93
2020-06-17,9881.15,24.38,685418368,0.31625,0.738,2550.38062,2892.51,1726.95
2020-06-16,9914,24.36,899895040,0.30788,0.7528,2566.47217,2925.49,1726.53
2020-06-15,9813.7,24.5,716053056,0.299,0.7215,2613.41968,2820.06,1725.16
2020-06-12,9972.9,30.17,796306368,0.32088,0.7034,2743.18652,2756.11,1730.75
2020-06-11,9902,31.53,715453504,0.31338,0.669,3108.05518,2768.98,1727.7
2020-06-10,10116.15,31.12,632383040,0.31838,0.7263,2086.60791,2997.09,1738.7
2020-06-09,10046.65,31.19,754217472,0.31463,0.8253,2081.0415,2939.27,1715.33
2020-06-08,10167.45,31.02,936485568,0.30975,0.8752,1947.17346,2881.15,1698.53
2020-06-05,10142.15,31.64,987122304,0.31288,0.8951,1853.4668,2989.58,1685.06
2020-06-04,10029.1,31.71,775106560,0.31763,0.8234,1947.49609,2822.78,1714.01
2020-06-03,10061.55,32.18,794664448,0.32663,0.7458,1933.02173,2809.13,1699.67
2020-06-02,9979.1,33.77,770192832,0.3305,0.6852,2016.42212,2765.44,1727.7
2020-06-01,9826.15,33.55,794183104,0.33713,0.6591,2133.31299,2678.17,1739.55
2020-05-29,9580.3,33.87,967005440,0.344,0.6526,2079.24707,2682.39,1730.27
2020-05-28,9490.1,33.84,837911424,0.35,0.69,2162.52466,2549.8,1718.33
2020-05-27,9314.95,33.56,763492480,0.3625,0.6819,2096.34424,2490.26,1709.47
2020-05-26,9029.05,32.49,654959936,0.37125,0.6965,2113.6123,2592.02,1710.58
2020-05-22,9039.25,34.73,675759360,0.36925,0.6591,2139.93481,2526.73,1734.68
2020-05-21,9106.25,34.68,631542720,0.3595,0.672,2233.50146,2565.54,1727
2020-05-20,9066.55,42.64,622308160,0.358,0.6801,2114.8125,2530.37,1748.18
2020-05-19,8879.1,42.93,762152896,0.37413,0.6882,2309.79907,2458.84,1745.05
2020-05-18,8823.25,44.82,772983296,0.37663,0.7257,2218.30298,2409.09,1732.55
2020-05-15,9136.85,44.69,575857088,0.3805,0.6428,2418.13892,2231.6,1743.67
2020-05-14,9142.75,46.96,602555584,0.38563,0.6218,2462.40063,2081.07,1730.3
2020-05-13,9383.55,46.16,846395264,0.39238,0.6525,2659.20532,1906.22,1716.28
2020-05-12,9196.55,47.09,805458816,0.424,0.6651,2483.3689,1937.69,1702.7
2020-05-11,9239.2,50.38,704647104,0.4335,0.7099,2092.18799,1831.9,1697.93
2020-05-08,9251.5,50.64,609053504,#N/A,0.6831,2112.78369,1868.13,1702.7
2020-05-07,9199.05,66.86,708740416,0.43463,0.6409,2379.77222,1782.56,1716.06
2020-05-06,9270.9,68.77,722185472,0.44763,0.703,2595.01367,1824.57,1685.71
2020-05-05,9205.6,69.29,725196160,0.474,0.6619,2543.57129,1858.68,1705.92
2020-05-04,9293.5,71.51,687487104,0.50088,0.6336,2721.48291,1542.7,1702.07
2020-04-30,9859.9,69.55,931173824,0.55613,0.6393,2568.76294,1417.14,1686.5
2020-04-29,9553.35,73.05,653026944,0.68663,0.6269,2353.21167,1134.79,1713.41
2020-04-28,9380.9,73.75,614548992,0.76013,0.6129,2552.86084,938.41,1707.79
2020-04-27,9282.3,77.99,512793312,0.84075,0.6605,2535.92896,973.54,1713.99
2020-04-24,9154.4,77.81,659439232,0.88713,0.6008,2744.53101,1293.97,1729.6
2020-04-23,9313.9,78.92,666650432,0.99138,0.6015,3139.604,1251.9,1730.51
2020-04-22,9187.3,78.89,734383360,1.02025,0.619,3209.21558,1053.43,1714.08
2020-04-21,8981.45,78.41,655122880,1.043,0.5691,3497.97778,771.08,1686.2
2020-04-20,9261.85,78.09,726364672,1.09763,0.6053,3356.21655,-2881.46,1695.65
2020-04-17,9266.75,78.35,684910528,1.109,0.6417,2920.93579,1398.83,1682.82
2020-04-16,8992.8,77.53,720116480,1.13525,0.6267,3080.7688,1526.17,1717.7
2020-04-15,8925.3,77.9,880159360,1.13488,0.6316,3124.44385,1520.14,1717.03
2020-04-13,8993.85,77.92,644468800,#N/A,0.7713,3144.62646,1711.71,1715.34
2020-04-09,9111.9,77.91,743036160,1.21888,0.7191,3162.48218,1727.34,1683.73
2020-04-08,8748.75,76.41,897562688,1.31138,0.7722,3292.84424,1905.82,1646.14
2020-04-07,8792.2,76.46,815245248,1.31988,0.7122,3533.48535,1787.93,1647.72
2020-04-03,8083.8,70.63,697752448,1.38738,0.5948,3570.27368,2162,1620.81
2020-04-01,8253.8,70.99,507509696,1.4365,0.5832,4369.34082,1555.23,1591.51
2020-03-31,8597.75,70.49,713390912,1.4505,0.6695,4035.50781,1543.65,1577.18
2020-03-30,8281.1,68.86,593953024,1.43338,0.7264,4301.40625,1513.93,1622.51
2020-03-27,8660.25,68.19,801923392,1.45013,0.6746,4931.06592,1618.36,1628.16
2020-03-26,8641.45,68.12,866534656,1.37463,0.8447,4562.40332,1690.33,1631.34
2020-03-25,8317.85,66.64,738114688,1.267,0.8673,4852.17432,1858.17,1616.9
2020-03-24,7801.05,62.55,739354432,1.23238,0.8466,4693.54932,1827.34,1632.32
2020-03-23,7610.25,61.41,654151808,1.21563,0.7863,4700.79492,1782.93,1553.23
2020-03-20,8745.45,48.18,1072263616,1.20413,0.8454,4987.86914,1694.09,1498.65
2020-03-19,8263.45,43.64,926508800,1.19513,1.1404,5399.31592,1891.26,1471.24
2020-03-18,8468.8,43.99,1517275776,1.11575,1.1915,5738.22217,1528.94,1486.05
2020-03-17,8967.05,42.87,936185920,1.05188,1.0784,5622.69189,1996.2,1528.3
2020-03-16,9197.4,42.74,898523264,0.88938,0.7182,6128.19727,2126.97,1514.1
2020-03-13,9955.2,37.11,1389061760,0.84313,0.9603,4280.2583,2348.48,1529.83
2020-03-12,9590.15,34.55,1344263296,0.7405,0.8042,5602.81738,2338.53,1576.15
2020-03-11,10458.4,24.43,1219079680,0.7725,0.8695,3989.62402,2441.15,1635.04
2020-03-09,10451.45,24.6,1566119040,0.76813,0.5407,4057.16113,2319.12,1680.47
2020-03-06,10989.45,20.21,1811564160,0.896,0.7623,3111.52856,3062.56,1673.83
2020-03-05,11269,19.2,1353209088,0.99888,0.912,2932.79126,3397.66,1672.23
2020-03-04,11251,19.32,798021568,1.00063,1.0522,2354.94385,3443.71,1636.93
2020-03-03,11303.3,19.49,696919360,1.31425,0.999,2688.81738,3445.37,1640.9
2020-03-02,11132.75,18.72,681148544,1.25375,1.1632,2427.94629,3396.36,1589.44
2020-02-28,11201.75,18.71,810523136,1.46275,1.1486,2906.61133,3243.58,1585.69
2020-02-27,11633.3,15.5,609266304,1.58038,1.2607,2799.72461,3366.68,1645.01
2020-02-26,11678.5,15.5,567990976,1.61325,1.3371,1974.79797,3491.72,1640.96
2020-02-25,11797.9,15.31,461349984,1.63763,1.3521,2000.83032,3584.97,1635.14
2020-02-24,11829.4,15.3,491224928,1.64663,1.3705,1805.35132,3709.52,1659.38
2020-02-20,12080.85,14.09,502875584,1.68275,1.5152,1119.56531,3869.55,1619.56
2020-02-19,12125.9,14.2,514030592,1.696,1.5661,1029.12622,3813.78,1611.7
2020-02-18,11992.5,13.8,677307392,1.69463,1.561,1061.43347,3725.4,1601.61
2020-02-17,12045.8,14.58,455412416,1.69288,#N/A,#N/A,#N/A,1581.13
2020-02-14,12113.45,14.5,623053248,1.69175,1.5848,978.60565,3723.42,1584.06
2020-02-13,12174.65,14.47,501510144,1.69163,1.6173,1008.77472,3665.81,1576
2020-02-12,12201.2,15.63,412399168,1.70375,1.6333,979.66064,3648.42,1566.06
2020-02-11,12107.9,15.5,480491552,1.70725,1.6006,1082.06079,3559.82,1567.89
2020-02-10,12031.5,15.58,525674720,1.71313,1.5696,1072.39709,3534.49,1572.15
2020-02-07,12098.35,15.5,473475136,1.73088,1.5834,1106.17456,3598.11,1570.44
2020-02-06,12137.95,15.62,565116224,1.73413,1.6422,1064.97998,3627.05,1566.66
2020-02-05,12089.15,15.57,758032576,1.74163,1.6508,1078.5437,3612.94,1556.02
2020-02-04,11979.65,15.61,560430272,1.73738,1.5991,1141.3396,3527.84,1552.92
2020-02-03,11707.9,13.94,669815808,1.741,1.5272,1281.0813,3572.34,1576.73
2020-02-01,11661.85,13.85,537634752,#N/A,#N/A,#N/A,#N/A,#N/A
2020-01-31,11962.1,11.74,771278272,1.75113,1.5068,1348.28455,3689.89,1589.16
2020-01-30,12035.8,11.64,538138752,1.76325,1.5856,1109.20789,3733.64,1574.28
2020-01-29,12129.5,11.48,514362336,1.77713,1.5839,1169.42651,3805.1,1576.83
2020-01-28,12055.8,11.41,478484064,1.7695,1.6562,1159.1604,3807.86,1567.17
2020-01-27,12119,11.65,441158144,1.7745,1.608,1302.16895,3795.79,1582.06
2020-01-24,12248.25,11.2,593237888,1.79538,1.6839,1038.22998,3864.13,1571.53
2020-01-23,12180.35,11.43,867653632,1.79413,1.7325,926.73956,3968.99,1562.94
2020-01-22,12106.9,11.39,526294528,1.80088,1.7691,917.71381,4033.39,1558.78
2020-01-21,12169.85,11.31,443976448,1.80625,1.7743,914.57947,4152.26,1558.17
2020-01-20,12224.55,11.43,491609312,1.80213,#N/A,#N/A,#N/A,1560.77
2020-01-17,12352.35,10.89,502060608,1.81913,1.8215,859.93127,4160.36,1557.24
2020-01-16,12355.5,11.23,395670240,1.82663,1.8074,874.44525,4153.62,1552.51
2020-01-15,12343.3,11.27,684352960,1.83613,1.783,878.13745,4087.37,1556.25
2020-01-14,12362.3,11.28,616260544,1.84263,1.8109,877.87488,4125.8,1546.39
2020-01-13,12329.55,11.39,500968256,1.83125,1.8459,871.40594,4108.06,1547.88
2020-01-10,12256.8,11.29,660627904,1.83775,1.8196,890.86823,4187.65,1562.34
2020-01-09,12215.9,11.53,477469888,1.84788,1.8545,892.78528,4240.37,1552.32
2020-01-08,12025.35,10.56,445991648,1.834,1.8738,959.82562,4253.92,1556.42
2020-01-07,12052.95,10.66,447818624,1.878,1.8177,990.85284,4505.18,1574.37
2020-01-06,11993.05,10.59,396501408,1.87225,1.809,995.3053,4546.78,1565.74
2020-01-03,12226.65,9.59,428770048,1.87388,1.7881,1005.71771,4522.86,1552.2
2020-01-02,12282.2,9.59,407697600,1.90025,1.8771,889.74072,4365.22,1529.13
2020-01-01,12182.5,9.37,304078048,#N/A,#N/A,#N/A,#N/A,1517.29
2019-12-31,12168.45,9.46,426931712,1.90838,1.9175,981.47363,4348.97,1517.27
2019-12-30,12255.85,9.21,411084608,1.90938,1.8788,1056.40662,4396.7,1515.16
2019-12-27,12245.8,9.23,383788544,1.94463,1.8752,960.22485,4412.89,1510.56
2019-12-26,12126.55,8.83,520326624,#N/A,1.8944,901.88806,4397.51,1511.53
2019-12-24,12214.55,8.49,470290304,1.9605,1.8996,903.11761,4355.92,1499.41
2019-12-23,12262.75,8.63,604782336,1.94663,1.9294,898.26581,4311.11,1485.79
2019-12-20,12271.8,8.62,810676096,1.93475,1.9171,889.39844,4296.98,1478.22
2019-12-19,12259.7,9.1,623049856,1.92775,1.9204,890.23126,4360,1478.8
2019-12-18,12221.65,9.12,518854656,1.908,1.9169,893.43915,4327.29,1475.4
2019-12-17,12165,9.1,499585792,1.9025,1.8801,872.85425,4328.05,1476.22
2019-12-16,12053.95,8.74,437703936,1.8985,1.8713,861.13873,4270.94,1476.18
2019-12-13,12086.7,8.77,597712512,1.89963,1.8226,893.10516,4247.73,1476.33
2019-12-12,11971.8,8.31,752617152,1.89363,1.8922,984.15424,4178.07,1469.8
2019-12-11,11910.15,8.22,997655040,1.88738,1.7914,1060.68494,4157.83,1474.88
2019-12-10,11856.8,8.23,650219456,1.88725,1.8416,1110.78528,4196.61,1464.39
2019-12-09,11937.5,8.87,599115776,1.88838,1.819,1126.10754,4190.6,1461.68
2019-12-06,11921.5,8.91,609221184,1.8905,1.8363,970.92896,4220.19,1460.17
2019-12-05,12018.4,8.46,562228736,1.885,1.8103,1034.22327,4161.82,1476
2019-12-04,12043.2,8.45,747193792,1.88713,1.774,1058.08154,4177.28,1474.59
2019-12-03,11994.2,8.41,605789312,1.8915,1.7157,1144.87463,4024.28,1477.61
2019-12-02,12048.2,8.54,720945344,1.90013,1.8189,1068.35364,4009.73,1462.44
2019-11-29,12056.05,8.67,804430400,1.9055,1.7758,905.73743,3959.55,1463.98
2019-11-28,12151.15,8.61,620479424,1.90688,#N/A,#N/A,#N/A,1456.27
2019-11-27,12100.7,8.59,584226624,1.91375,1.7654,837.27795,4140.79,1454.44
2019-11-26,12037.7,8.7,1201335808,1.90863,1.7414,825.04883,4176.01,1461.39
2019-11-25,12073.75,8.57,534289472,1.91863,1.7551,850.96033,4158.74,1455.26
2019-11-22,11914.4,7.97,486815200,1.91725,1.7706,885.4715,4145.36,1461.93
2019-11-21,11968.4,8.18,557685760,1.9095,1.7723,942.08539,4203.15,1464.41
2019-11-20,11999.1,9.17,646661120,1.89875,1.7449,917.75098,4101.15,1471.61
2019-11-19,11940.1,9.37,613909696,1.89463,1.7826,923.81097,3966.07,1472.46
2019-11-18,11884.5,10.31,514352448,1.8985,1.8153,896.25403,4103.64,1471.51
2019-11-15,11895.45,10.42,580154176,1.90263,1.8308,863.0752,4134.17,1468.21
2019-11-14,11872.1,10.99,559494016,1.90413,1.8186,939.65479,4087.68,1471.4
2019-11-13,11840.45,11.06,659035968,1.90988,1.886,937.69647,4120.09,1463.58
2019-11-11,11913.45,11,548979520,1.90463,#N/A,908.20428,4069.39,1455.86
2019-11-08,11908.15,11.43,789254336,1.90063,1.9417,860.57892,4081.15,1459
2019-11-07,12012.05,11.83,562963840,1.90138,1.9173,903.14893,4054.59,1468.48
2019-11-06,11966.05,11.82,603351296,1.90425,1.8283,896.97913,4005.13,1490.57
2019-11-05,11917.2,14.38,631952064,1.8935,1.8584,927.38177,4051.45,1483.61
2019-11-04,11941.3,20.67,823050432,1.90825,1.777,908.56927,4003.94,1509.82
2019-11-01,11890.6,21.25,855338496,1.8905,1.7103,867.74164,3964.8,1514.34
2019-10-31,11877.45,21.24,1414837248,1.90225,1.691,939.49249,3850.36,1512.99
2019-10-30,11844.1,22.09,725219776,1.90913,1.7715,875.18958,3908.19,1495.66
2019-10-29,11786.85,22.24,951722560,1.92713,1.8385,935.47742,3936.09,1487.72
2019-10-27,11627.15,22.05,161779008,#N/A,#N/A,#N/A,#N/A,#N/A
2019-10-25,11583.9,22.13,812027840,1.92813,1.7943,895.88562,4012.72,1504.63
2019-10-24,11582.6,22.13,700481664,1.93563,1.766,972.8136,3989.88,1503.98
2019-10-23,11604.1,22.12,664159872,1.93963,1.7642,990.63312,3957.58,1492.12
2019-10-22,11588.35,22.22,867601280,1.936,1.7607,1023.44263,3833.31,1487.68
2019-10-18,11661.85,22.07,853440192,1.95325,1.7536,1012.99689,3823.09,1490.05
2019-10-17,11586.35,22.04,797572416,1.96588,1.7518,981.06885,3836.77,1491.87
2019-10-16,11464,22.94,533468512,2.00325,1.7395,976.55365,3809.13,1490.13
2019-10-15,11428.3,22.99,527396192,2.00213,1.771,968.10321,3775.89,1481.01
2019-10-14,11341.15,23.11,587579200,2.00088,#N/A,1037.43494,3815.8,1493.21
2019-10-11,11305.05,23.17,737795136,2.00088,1.729,1104.63757,3878.28,1489.01
2019-10-10,11234.55,23.14,562017920,1.98613,1.6681,1245.39673,3795.73,1493.99
2019-10-09,11313.3,23.79,741148608,1.98425,1.5836,1325.35059,3739.28,1505.57
2019-10-07,11126.4,23.42,733198784,2.012,1.558,1269.0155,3748.07,1493.5
2019-10-04,11174.75,23.96,928524480,2.027,1.529,1207.00281,3740.72,1504.66
2019-10-03,11314,23.8,1017479488,2.04313,1.5341,1358.10315,3725.55,1505.19
2019-10-01,11359.9,23.79,1305415168,2.08863,1.6353,1319.15198,3811.04,1479.14
2019-09-30,11474.45,23.55,756848704,2.08513,1.6646,1147.65649,3821.05,1472.49
2019-09-27,11512.4,23.5,650017280,2.09863,1.6801,1216.63611,3950.18,1497.01
2019-09-26,11571.2,23.53,844465600,2.10438,1.6921,1140.75305,4004.35,1504.78
2019-09-25,11440.2,23.98,629054656,2.09963,1.7372,1133.64673,4012.51,1504.05
2019-09-24,11588.2,23.65,651722240,2.113,1.6456,1209.79126,4065.04,1531.87
2019-09-23,11600.2,24.02,882826752,2.10625,1.7267,1055.66235,4151.85,1522.24
2019-09-20,11274.2,22.8,1356767488,2.13463,1.7215,1088.2179,4126.28,1516.9
2019-09-19,10704.8,16.68,642599168,2.15888,1.784,1002.56165,4147.96,1499.03
2019-09-18,10840.65,16.66,519155072,2.15588,1.7961,992.2356,4133.25,1494
2019-09-17,10817.6,16.65,482013056,2.16413,1.8013,1032.76758,4244.07,1501.38
2019-09-16,11003.5,16.28,434449792,2.14513,1.8467,1051.08057,4506.68,1498.43
2019-09-13,11075.9,16.2,624305152,2.13938,1.8958,975.37787,3893.7,1488.53
2019-09-12,10982.8,16.21,551436032,2.1185,1.7715,1009.32135,3910.23,1499.26
2019-09-11,11035.7,16.33,687140352,2.12725,1.7385,1045.0957,3987.96,1497.2
2019-09-09,11003.05,16.33,412471072,2.13838,1.6438,1095.17969,4149.06,1499.13
2019-09-06,10946.2,16.23,497214432,2.13413,1.5602,1073.84998,4046.27,1506.82
2019-09-05,10847.9,15.97,595699264,2.10213,1.5586,1168.7229,4044.2,1519.05
2019-09-04,10844.65,15.96,508784352,2.11238,1.4657,1247.6543,4050.38,1552.55
2019-09-03,10797.9,15.91,483038976,2.12663,1.4573,1419.1178,3893.55,1547.1
2019-08-30,11023.25,15.41,628154432,2.13763,1.4961,1357.41162,3940.64,1520.38
2019-08-29,10948.3,15.28,649876160,2.13175,1.4945,1281.27185,4063.81,1527.63
2019-08-28,11046.1,15.19,549954688,2.12413,1.4794,1388.87146,4003.68,1539.01
2019-08-27,11105.35,15.35,685551296,2.11738,1.4711,1452.71338,3928.98,1542.81
2019-08-26,11057.85,15.31,684141952,#N/A,1.5351,1386.50171,3849.48,1527.31
2019-08-23,10829.35,13.64,667079616,2.14438,1.5351,1424.76843,3884.23,1526.96
2019-08-22,10741.35,13.58,668193472,2.13225,1.6131,1199.92078,3981.75,1498.06
2019-08-21,10918.7,12.9,557867904,2.14763,1.5893,1128.46924,3976.78,1502.65
2019-08-20,11017,12.73,444715680,2.1495,1.5555,1251.42676,4028.88,1507.2
2019-08-19,11053.9,14.06,369493152,2.1515,1.6063,1207.4939,4020.93,1495.92
2019-08-16,11047.8,14.29,470909920,2.13588,1.5538,1315.87854,3909.16,1513.52
2019-08-14,11029.4,14.31,511541728,2.16838,1.5792,1581.86279,3953.23,1516.36
2019-08-13,10925.85,13.86,624634624,2.15813,1.7035,1244.84851,4057.13,1501.51
2019-08-09,11109.65,13.32,538063552,2.17563,1.7447,1276.39478,3871.09,1496.95
2019-08-08,11032.45,13.29,482471616,2.181,1.7172,1191.19116,3701.08,1500.95
2019-08-07,10855.5,12,548465792,2.1845,1.7342,1385.66101,3632.29,1501.16
2019-08-06,10948.25,11.9,517891488,2.187,1.7023,1432.9071,3809.96,1474.42
2019-08-05,10862.6,11.65,506556608,2.209,1.7075,1744.599,3880.12,1463.7
2019-08-02,10997.35,11.73,547416256,2.23925,1.8452,1225.95532,3874.88,1440.83
2019-08-01,10980,11.67,499918944,2.28675,1.8935,1230.44775,3714.75,1445.18
2019-07-31,11118,11.44,536694272,2.26563,2.0144,1110.24084,4034.61,1413.78
2019-07-30,11085.4,12.11,479059392,2.25313,2.058,960.43811,3999.53,1430.88
2019-07-29,11189.2,11.89,482862368,2.2555,2.065,881.83795,3908.82,1426.8
2019-07-26,11284.3,11.73,522670432,2.26575,2.0703,837.46527,3870.52,1418.9
2019-07-25,11252.15,12.16,553676928,2.25575,2.081,879.59253,3867.72,1414.58
2019-07-24,11271.3,12.29,413202816,2.26663,2.0428,832.23376,3852.96,1425.86
2019-07-23,11331.05,12.27,458931200,2.2755,2.0812,870.49353,3918.95,1417.83
2019-07-22,11346.2,12.31,516044320,2.28275,2.0464,932.27789,3873.81,1424.88
